# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
7.7200  -1.062463909929708e-01  -1.230915110140753e-01  7.575760041864105e-03  2.228220238499924e-01
7.7300  -1.072662983848957e-01  -8.082990027046512e-02  3.266736388866669e-03  2.271204965353286e-01
7.7400  -1.078620668998059e-01  -3.829169077133168e-02  7.331267910636437e-04  2.296504059203818e-01
7.7500  -1.080317704136534e-01  4.355046055259241e-03  9.483213071714539e-06  2.303736099235929e-01
7.7600  -1.077751653709982e-01  4.694197867496463e-02  1.101774680960417e-03  2.292805088370957e-01
7.7700  -1.070936900640025e-01  8.930117970275010e-02  3.987350348151434e-03  2.263901395390373e-01
7.7800  -1.059904572779788e-01  1.312657879003567e-01  8.615353536550716e-03  2.217498183529088e-01
7.7900  -1.044702403391325e-01  1.726706653066100e-01  1.490757932871366e-02  2.154343390823871e-01
7.8000  -1.025394526261289e-01  2.133530469133391e-01  2.275976131360273e-02  2.075447397452757e-01
7.8100  -1.002061206328366e-01  2.531531803316643e-01  3.204326635601807e-02  1.982066582981920e-01
7.8200  -9.747985069494670e-02  2.919149529354491e-01  4.260716987365272e-02  1.875683040784867e-01
7.8300  -9.437178951805250e-02  3.294865040206202e-01  5.428067816586510e-02  1.757980776907970e-01
7.8400  -9.089457866908290e-02  3.657208195806296e-01  6.687585893736372e-02  1.630818775389402e-01
7.8500  -8.706230321663601e-02  4.004763073692966e-01  8.019063638207367e-02  1.496201360643832e-01
7.8600  -8.289043472865236e-02  4.336173500023588e-01  9.401200311153408e-02  1.356246329249149e-01
7.8700  -7.839576885791781e-02  4.650148339379343e-01  1.081193978911623e-01  1.213151357670474e-01
7.8800  -7.359635776700334e-02  4.945466522734022e-01  1.222881956374147e-01  1.069159218606969e-01
7.8900  -6.851143766435498e-02  5.220981794015550e-01  1.362932544672092e-01  9.265223563526262e-02
7.9000  -6.316135174225875e-02  5.475627156818347e-01  1.499124638024329e-01  7.874673805611468e-02
7.9100  -5.756746882525340e-02  5.708419004025853e-01  1.629302376276176e-01  6.541600379728958e-02
7.9200  -5.175209805417526e-02  5.918460914370567e-01  1.751408979746604e-01  5.286712130137084e-02
7.9300  -4.573839994633251e-02  6.104947101288690e-01  1.863518955476659e-01  4.129444908648920e-02
7.9400  -3.955029418626014e-02  6.267165500812654e-01  1.963868170728816e-01  3.087657909211593e-02
7.9500  -3.321236451404958e-02  6.404500486681910e-01  2.050881324195441e-01  2.177355449197848e-02
7.9600  -2.674976108932839e-02  6.516435202334641e-01  2.123196387311305e-01  1.412438529857738e-02
7.9700  -2.018810071854530e-02  6.602553500964575e-01  2.179685636654979e-01  8.044900305563103e-03
7.9800  -1.355336534125689e-02  6.662541486382010e-01  2.219472952888070e-01  3.625968538267763e-03
7.9900  -6.871799177583945e-03  6.696188648999959e-01  2.241947121149795e-01  9.321174948712597e-04
8.0000  -1.698049438846924e-04  6.703388592869137e-01  2.246770931350404e-01  5.691547992464461e-07
8.0100  6.526160453039028e-03  6.684139351302688e-01  2.233885943381656e-01  8.407081071842850e-04
8.0200  1.318969033124001e-02  6.638543290256860e-01  2.203512850830719e-01  3.433989315563273e-03
8.0300  1.979453234644530e-02  6.566806600260766e-01  2.156147446261418e-01  7.734286093569542e-03
8.0400  2.631469189201926e-02  6.469238379310631e-01  2.092552260417282e-01  1.366867192977705e-02
8.0500  3.272453437891393e-02  6.346249310754913e-01  2.013744015712861e-01  2.113862297734230e-02
8.0600  3.899888599327597e-02  6.198349941790291e-01  1.920977100044585e-01  3.002162142292645e-02
8.0700  4.511313253578592e-02  6.026148569758308e-01  1.815723329240005e-01  4.017313367312392e-02
8.0800  5.104331595476876e-02  5.830348744972317e-01  1.699648324400014e-01  5.142893144350630e-02
8.0900  5.676622819459864e-02  5.611746400308286e-01  1.574584883068650e-01  6.360771849678118e-02
8.1000  6.225950199189010e-02  5.371226619255052e-01  1.442503769769703e-01  7.651402103554682e-02
8.1100  6.750169826437398e-02  5.109760055534015e-01  1.305482391256549e-01  8.994129568519237e-02
8.1200  7.247238975115243e-02  4.828399018759620e-01  1.165671854217943e-01  1.036752056664339e-01
8.1300  7.715224057815451e-02  4.528273241914776e-01  1.025262927672068e-01  1.174970132058771e-01
8.1400  8.152308143901389e-02  4.210585347654765e-01  8.864514484942500e-02  1.311870345054873e-01
8.1500  8.556798009919481e-02  3.876606031624113e-01  7.514037162212227e-02  1.445281027134922e-01
8.1600  8.927130694993179e-02  3.527668982069035e-01  6.222224223525993e-02  1.573089843221864e-01
8.1700  9.261879535834913e-02  3.165165556048972e-01  5.009136498599398e-02  1.693276952609005e-01
8.1800  9.559759658090583e-02  2.790539233490542e-01  3.893554606824991e-02  1.803946646400381e-01
8.1900  9.819632902899017e-02  2.405279871182358e-01  2.892685629357511e-02  1.903356966063018e-01
8.2000  1.004051216979770e-01  2.010917779576155e-01  2.021895158107746e-02  1.989946840489353e-01
8.2100  1.022156515942729e-01  1.609017645935843e-01  1.294468892466461e-02  2.062360318987826e-01
8.2200  1.036211750187140e-01  1.201172327958610e-01  7.214074807267530e-03  2.119467524217173e-01
8.2300  1.046165525890579e-01  7.889965424790364e-02  3.112577720219369e-03  2.160382001507891e-01
8.2400  1.051982679091245e-01  3.741204742564462e-02  6.998306462893412e-04  2.184474198435172e-01
8.2500  1.053644398172938e-01  -4.181666986404624e-03  8.743169392593166e-06  2.191380870006581e-01
8.2600  1.051148281724636e-01  -4.571731359361250e-02  1.045036381108353e-03  2.181010269427919e-01
8.2700  1.044508331611021e-01  -8.703111014723336e-02  3.787207066729933e-03  2.153543051087999e-01
8.2800  1.033754881346067e-01  -1.279603132020898e-01  8.186920877388452e-03  2.109428880102975e-01
8.2900  1.018934460116867e-01  -1.683438590312859e-01  1.416982743677274e-02  2.049378810414569e-01
8.3000  1.000109593058389e-01  -2.080229972745594e-01  2.163678369754567e-02  1.974353559978485e-01
8.3100  9.773585386307269e-02  -2.468419148280632e-01  3.046546545799240e-02  1.885547875963108e-01
8.3200  9.507749641976170e-02  -2.846483475243555e-01  4.051234087417314e-02  1.784371244094405e-01
8.3300  9.204675611477182e-02  -3.212941772019844e-01  5.161497415195007e-02  1.672425253372572e-01
8.3400  8.865596011372467e-02  -3.566360118240885e-01  6.359462246489569e-02  1.551477979458194e-01
8.3500  8.491884352632532e-02  -3.905357463746378e-01  7.625908459819773e-02  1.423435796270203e-01
8.3600  8.085049382001312e-02  -4.228611023390318e-01  8.940575593569056e-02  1.290313065037770e-01
8.3700  7.646728995470041e-02  -4.534861436624399e-01  1.028248412469155e-01  1.154200182591020e-01
8.3800  7.178683648396300e-02  -4.822917671741631e-01  1.163026743419886e-01  1.017230495562801e-01
8.3900  6.682789288765589e-02  -5.091661655690222e-01  1.296250920801305e-01  8.815466040287893e-02
8.4000  6.161029841947296e-02  -5.340052611469394e-01  1.425808094663054e-01  7.492665866864978e-02
8.4100  5.615489277037723e-02  -5.567131086290257e-01  1.549647426596967e-01  6.224506798467572e-02
8.4200  5.048343286503297e-02  -5.772022654921439e-01  1.665812276446317e-01  5.030689342980297e-02
8.4300  4.461850612330659e-02  -5.953941283936032e-01  1.772470840627892e-01  3.929703576505936e-02
8.4400  3.858344053251574e-02  -6.112192343928247e-01  1.867944762458754e-01  2.938540253499608e-02
8.4500  3.240221188834082e-02  -6.246175258169773e-01  1.950735267788611e-01  2.072426115674049e-02
8.4600  2.609934857312333e-02  -6.355385777621370e-01  2.019546419119599e-01  1.344587521491923e-02
8.4700  1.969983424962124e-02  -6.439417873699226e-01  2.073305127605853e-01  7.660460636395220e-03
8.4800  1.322900885613638e-02  -6.497965241711990e-01  2.111177614124858e-01  3.454493305832386e-03
8.4900  6.712468295243097e-03  -6.530822409427168e-01  2.132582067173804e-01  8.893940831503727e-04
8.5000  1.759632131089459e-04  -6.537885446788788e-01  2.137197305766632e-01  6.111861558373300e-07
8.5100  -6.354702730411523e-03  -6.519152274385409e-01  2.124967318831223e-01  7.971136013264191e-04
8.5200  -1.285377469912018e-02  -6.474722569852773e-01  2.096101617828045e-01  3.261302682743313e-03
8.5300  -1.929564822344391e-02  -6.404797272982155e-01  2.051071405399982e-01  7.349342496376377e-03
8.5400  -2.565497004877924e-02  -6.309677691887635e-01  1.990601628775224e-01  1.299190286854754e-02
8.5500  -3.190673789210391e-02  -6.189764214156848e-01  1.915659051342837e-01  2.009530260738139e-02
8.5600  -3.802639871444941e-02  -6.045554628463945e-01  1.827436538287091e-01  2.854303408642880e-02
8.5700  -4.398994512307552e-02  -5.877642063654663e-01  1.727333811422133e-01  3.819764440893472e-02
8.5800  -4.977400952495058e-02  -5.686712553815240e-01  1.616934983485992e-01  4.890294280286418e-02
8.5900  -5.535595566239047e-02  -5.473542239303771e-01  1.497983232272127e-01  6.048649881772813e-02
8.6000  -6.071396717240371e-02  -5.238994215148596e-01  1.372353019318023e-01  7.276239138350168e-02
8.6100  -6.582713282338916e-02  -4.984015039597873e-01  1.242020295746890e-01  8.553416491943655e-02
8.6200  -7.067552809628490e-02  -4.709630916932314e-01  1.109031168686236e-01  9.859794550606783e-02
8.6300  -7.524029279201960e-02  -4.416943569923794e-01  9.754695249945573e-02  1.117456677058262e-01
8.6400  -7.950370436310994e-02  -4.107125818531430e-01  8.434241244623733e-02  1.247683609731456e-01
8.6500  -8.344924668441617e-02  -3.781416882568881e-01  7.149556819888477e-02  1.374594437581497e-01
8.6600  -8.706167399634332e-02  -3.441117427147733e-01  5.920644573709916e-02  1.496179733904789e-01
8.6700  -9.032706977308450e-02  -3.087584370697641e-01  4.766588623088173e-02  1.610518006302166e-01
8.6800  -9.323290028876920e-02  -2.722225476280676e-01  3.705255771855776e-02  1.715805793769549e-01
8.6900  -9.576806267552014e-02  -2.346493747751427e-01  2.753016454118268e-02  1.810385844089166e-01
8.7000  -9.792292728935591e-02  -1.961881653062633e-01  1.924489810311885e-02  1.892772931426690e-01
8.7100  -9.968937422251332e-02  -1.569915197675709e-01  1.232316863946580e-02  1.961676912097117e-01
8.7200  -1.010608238240146e-01  -1.172147871603828e-01  6.869653164526926e-03  2.016022660777687e-01
8.7300  -1.020322611140780e-01  -7.701544940901882e-02  2.965689723836568e-03  2.054966579308939e-01
8.7400  -1.026002540021697e-01  -3.655249803038615e-02  6.680425561306916e-04  2.077909424838389e-01
8.7500  -1.027629652430296e-01  4.014194528110224e-03  8.056878854755030e-06  2.084505262555468e-01
8.7600  -1.025201580897660e-01  4.452450639720239e-02  9.912158349572584e-04  2.074666409711931e-01
8.7700  -1.018731956280224e-01  8.481869814706329e-02  3.597105777681319e-03  2.048564301044890e-01
8.7800  -1.008250338001574e-01  1.247380425085057e-01  7.779789624426888e-03  2.006626270116937e-01
8.7900  -9.938020815326026e-02  1.641254494722358e-01  1.346858158223172e-02  1.949528305442812e-01
8.8000  -9.754481436955117e-02  2.028260843050327e-01  2.056921023725612e-02  1.878183903571038e-01
8.8100  -9.532648266217697e-02  2.406879760521252e-01  2.896535090803419e-02  1.793729202536714e-01
8.8200  -9.273434614353344e-02  2.775626141349944e-01  3.852050238272589e-02  1.697504637337310e-01
8.8300  -8.977900329691135e-02  3.133055307031782e-01  4.908017778460008e-02  1.591033413395455e-01
8.8400  -8.647247470539308e-02  3.477768664571895e-01  6.047437442139092e-02  1.475997143513496e-01
8.8500  -8.282815421442587e-02  3.808419177271397e-01  7.252028314904273e-02  1.354209037822966e-01
8.8600  -7.886075472627781e-02  4.123716626678124e-01  8.502519408570802e-02  1.227585074006081e-01
8.8700  -7.458624884555969e-02  4.422432645154469e-01  9.778955250463978e-02  1.098113606033155e-01
8.8800  -7.002180461508686e-02  4.703405499440271e-01  1.106101164608249e-01  9.678238933451670e-02
8.8900  -6.518571660048282e-02  4.965544606590516e-01  1.232831662002008e-01  8.387540484560452e-02
8.9000  -6.009733260001499e-02  5.207834764741935e-01  1.356077146842735e-01  7.129189091169785e-02
8.9100  -5.477697627313378e-02  5.429340082304951e-01  1.473886686466157e-01  5.922783413623040e-02
8.9200  -4.924586599699100e-02  5.629207590383433e-01  1.584398904781523e-01  4.787064719564183e-02
8.9300  -4.352603027478415e-02  5.806670524489412e-01  1.685871128998707e-01  3.739623331225653e-02
8.9400  -3.764022003305083e-02  5.961051262938374e-01  1.776706607968959e-01  2.796623792192784e-02
