# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
2.2900  1.829945897771689e-06  -1.723092718482364e-05  1.484524258243472e-10  6.610072777263046e-11
2.3000  1.662586225092350e-06  -1.624640476780083e-05  1.319728339396108e-10  5.456298192536692e-11
2.3100  1.504908868021938e-06  -1.529455651926204e-05  1.169617295604505e-10  4.470438697292771e-11
2.3200  1.356584610623833e-06  -1.437584787324479e-05  1.033325010373384e-10  3.632649638752195e-11
2.3300  1.217280439194303e-06  -1.349057551171160e-05  9.099781381859640e-11  2.924900034479872e-11
2.3400  1.086661154344942e-06  -1.263888230920476e-05  7.987067301296447e-11  2.330869857443834e-11
2.3500  9.643908378837969e-07  -1.182077143297322e-05  6.986531863529786e-11  1.835844499166676e-11
2.3600  8.501341828038744e-07  -1.103611962598438e-05  6.089796819951880e-11  1.426608144103074e-11
2.3700  7.435576944111117e-07  -1.028468970069324e-05  5.288742111977282e-11  1.091337517077612e-11
2.3800  6.443307703435319e-07  -9.566142271753395e-06  4.575553898171360e-11  8.194972200028876e-12
2.3900  5.521266669504485e-07  -8.880046756030345e-06  3.942761519464253e-11  6.017376532708217e-12
2.4000  4.666233592166297e-07  -8.225891668330517e-06  3.383264686955471e-11  4.297963200572574e-12
2.4100  3.875043011323973e-07  -7.603094241200553e-06  2.890352102028850e-11  2.964031370303937e-12
2.4200  3.144590931278123e-07  -7.011009396991603e-06  2.457712638235228e-11  1.951902212272351e-12
2.4300  2.471840629083307e-07  -6.448938100133047e-06  2.079440130967382e-11  1.206064887112877e-12
2.4400  1.853827657514639e-07  -5.916135117228388e-06  1.750032736265148e-11  6.783728456820306e-13
2.4500  1.287664100498130e-07  -5.411816212182461e-06  1.464387735722046e-11  3.272916434858579e-13
2.4600  7.705421361603994e-08  -4.935164803101545e-06  1.217792581688616e-11  1.171986276225331e-13
2.4700  2.997369600049990e-08  -4.485338107184626e-06  1.005912896788128e-11  1.773414837121921e-14
2.4800  -1.273908818710431e-08  -4.061472799251906e-06  8.247780649531556e-12  3.203365022100057e-15
2.4900  -5.133937021410491e-08  -3.662690208942769e-06  6.707649783342612e-12  5.202724325221095e-14
2.5000  -8.607353792845237e-08  -3.288101080965820e-06  5.405804359324296e-12  1.462409668973699e-13
2.5100  -1.171790519791131e-07  -2.936809922104353e-06  4.312426259285286e-12  2.710376987144893e-13
2.5200  -1.448844035364297e-07  -2.607918957976915e-06  3.400620645687699e-12  4.143554118397715e-13
2.5300  -1.694091097219864e-07  -2.300531721829529e-06  2.646223101571969e-12  5.665043661176448e-13
2.5400  -1.909637431766109e-07  -2.013756296898219e-06  2.027607211648614e-12  7.198327121157822e-13
2.5500  -2.097499924067912e-07  -1.746708233131849e-06  1.525494825845293e-12  8.684276620760936e-13
2.5600  -2.259607497539158e-07  -1.498513158309862e-06  1.122770842813899e-12  1.007849663690994e-12
2.5700  -2.397802240272985e-07  -1.268309102830685e-06  8.043039901615880e-13  1.134897042607326e-12
2.5800  -2.513840750309090e-07  -1.055248556687578e-06  5.567747581956082e-13  1.247398636838262e-12
2.5900  -2.609395673951154e-07  -8.585002763924385e-07  3.685113622829466e-13  1.344032025379899e-12
2.6000  -2.686057412985887e-07  -6.772508588569925e-07  2.293343629112670e-13  1.424165049497435e-12
2.6100  -2.745335978318875e-07  -5.107060984974074e-07  1.304103595212218e-13  1.487718434174059e-12
2.6200  -2.788662969132280e-07  -3.580921430945524e-07  6.411499147302469e-14  1.535047435462477e-12
2.6300  -2.817393658186391e-07  -2.186564632198508e-07  2.390532445390699e-14  1.566840563807245e-12
2.6400  -2.832809165332500e-07  -9.166864932750175e-08  4.201570634764243e-15  1.584033561139448e-12
2.6500  -2.836118702679750e-07  2.357895008080651e-08  2.779834434565825e-16  1.587736938424159e-12
2.6600  -2.828461876165178e-07  1.277707364914477e-07  8.162680551783479e-15  1.579175508482097e-12
2.6700  -2.810911029515610e-07  2.215675035495184e-07  2.454607931458292e-14  1.559638474762335e-12
2.6800  -2.784473617764237e-07  3.056062019438397e-07  4.669757533326948e-14  1.530438759064257e-12
2.6900  -2.750094598595317e-07  3.804998162114928e-07  7.239005506848990e-14  1.492880369009601e-12
2.7000  -2.708658830839421e-07  4.468373432740114e-07  9.983180567208837e-14  1.448232718595804e-12
2.7100  -2.660993470430882e-07  5.051838631047974e-07  1.276053677707433e-13  1.397710921868266e-12
2.7200  -2.607870355070636e-07  5.560806924949102e-07  1.546128682828095e-13  1.342461180253012e-12
2.7300  -2.550008369713339e-07  6.000456134318889e-07  1.800273690994259e-13  1.283550478162978e-12
2.7400  -2.488075785819680e-07  6.375731681335299e-07  2.032497723619132e-13  1.221959889026694e-12
2.7500  -2.422692568085098e-07  6.691350132855252e-07  2.238708330023100e-13  1.158580874888671e-12
2.7600  -2.354432643076691e-07  6.951803265185804e-07  2.416378431892400e-13  1.094214037284256e-12
2.7700  -2.283826124883074e-07  7.161362586271935e-07  2.564255704602773e-13  1.029569845356396e-12
2.7800  -2.211361493509222e-07  7.324084254788285e-07  2.682110508561884e-13  9.652709293719631e-13
2.7900  -2.137487722331960e-07  7.443814339890162e-07  2.770518596337721e-13  9.018555841684311e-13
2.8000  -2.062616351473667e-07  7.524194369452098e-07  2.830675045464732e-13  8.397821779075264e-13
2.8100  -1.987123504453938e-07  7.568667118503593e-07  2.864236097535874e-13  7.794342071430999e-13
2.8200  -1.911351845943209e-07  7.580482593265026e-07  2.873185817339703e-13  7.211257799526872e-13
2.8300  -1.835612478870647e-07  7.562704169696076e-07  2.859724717916921e-13  6.651073450700756e-13
2.8400  -1.760186779532644e-07  7.518214848798700e-07  2.826177725634863e-13  6.115715169254834e-13
2.8500  -1.685328169709964e-07  7.449723594071404e-07  2.774919081403208e-13  5.606588745832780e-13
2.8600  -1.611263825132544e-07  7.359771719495914e-07  2.708311988154592e-13  5.124636370899891e-13
2.8700  -1.538196319932880e-07  7.250739299256519e-07  2.628661019289146e-13  4.670391390229250e-13
2.8800  -1.466305207003560e-07  7.124851573051412e-07  2.538175496900659e-13  4.244030483645750e-13
2.8900  -1.395748534423198e-07  6.984185323359503e-07  2.438942231551514e-13  3.845422845081078e-13
2.9000  -1.326664298339549e-07  6.830675203380818e-07  2.332906186704079e-13  3.474176074969032e-13
2.9100  -1.259171832900199e-07  6.666119996579097e-07  2.221857790439585e-13  3.129678607715610e-13
2.9200  -1.193373138001473e-07  6.492188790826978e-07  2.107425764786973e-13  2.811138589795148e-13
2.9300  -1.129354145786411e-07  6.310427052092540e-07  1.991074478989067e-13  2.517619200161025e-13
2.9400  -1.067185926964101e-07  6.122262584416634e-07  1.874104957627392e-13  2.248070466153410e-13
2.9500  -1.006925838146639e-07  5.929011364618327e-07  1.757658788088664e-13  2.001357676804016e-13
2.9600  -9.486186115076464e-08  5.731883241736662e-07  1.642724274845079e-13  1.776286533081271e-13
2.9700  -8.922973881588243e-08  5.531987492675796e-07  1.530144280956072e-13  1.571625202732756e-13
2.9800  -8.379846967194948e-08  5.330338226872560e-07  1.420625280642945e-13  1.386123467358778e-13
2.9900  -7.856933786195608e-08  5.127859634055954e-07  1.314747221329023e-13  1.218529162441942e-13
3.0000  -7.354274617297709e-08  4.925391070321670e-07  1.212973859780222e-13  1.067602118379308e-13
3.0100  -6.871829839555626e-08  4.723691978806605e-07  1.115663295532093e-13  9.321258131073597e-14
3.0200  -6.409487684629619e-08  4.523446642222965e-07  1.023078476251911e-13  8.109169455508127e-14
3.0300  -5.967071522278961e-08  4.325268765403918e-07  9.353974946489367e-14  7.028331346321614e-14
3.0400  -5.544346696146182e-08  4.129705886826935e-07  8.527235355846519e-14  6.067789416195143e-14
3.0500  -5.141026926955223e-08  3.937243618821703e-07  7.750943656976108e-14  5.217104047456989e-14
3.0600  -4.756780300241429e-08  3.748309716840764e-07  7.024912866681445e-14  4.466382648003356e-14
3.0700  -4.391234855662689e-08  3.563277978777024e-07  6.348474977018638e-14  3.806300492038351e-14
3.0800  -4.043983794814905e-08  3.382471975856906e-07  5.720558333728660e-14  3.228111702771702e-14
3.0900  -3.714590324297257e-08  3.206168617124982e-07  5.139758600718559e-14  2.723651813241774e-14
3.1000  -3.402592150549051e-08  3.034601549969058e-07  4.604403283537305e-14  2.285333219921094e-14
3.1100  -3.107505642715522e-08  2.867964399517390e-07  4.112609898449571e-14  1.906134723730909e-14
3.1200  -2.828829679499617e-08  2.706413850075405e-07  3.662337963939988e-14  1.579586236154883e-14
3.1300  -2.566049195625101e-08  2.550072572061103e-07  3.251435061389164e-14  1.299749615561499e-14
3.1400  -2.318638443177542e-08  2.399031998149391e-07  2.877677264072329e-14  1.061196491576385e-14
3.1500  -2.086063982707726e-08  2.253354952548837e-07  2.538804271088186e-14  8.589838340838425e-15
3.1600  -1.867787418580537e-08  2.113078137512556e-07  2.232549607616766e-14  6.886279286516343e-15
3.1700  -1.663267892634573e-08  1.978214481330752e-07  1.956666267073348e-14  5.460773321469701e-15
3.1800  -1.471964349787032e-08  1.848755352168509e-07  1.708948176085855e-14  4.276853011690630e-15
3.1900  -1.293337588777345e-08  1.724672642200967e-07  1.487247861378233e-14  3.301821116597059e-15
3.2000  -1.126852110794478e-08  1.605920726561470e-07  1.289490689999860e-14  2.506476205576772e-15
3.2100  -9.719777782790414e-09  1.492438301658727e-07  1.113686042128993e-14  1.864843594411968e-15
3.2200  -8.281912957346221e-09  1.384150107438496e-07  9.579357599609994e-15  1.353913954956965e-15
3.2300  -6.949775239250101e-09  1.280968538165740e-07  8.204401978852367e-15  9.533914654331290e-16
3.2400  -5.718306383771050e-09  1.182795146286443e-07  6.995021790393838e-15  6.454529393202475e-16
3.2500  -4.582551426548698e-09  1.089522043895932e-07  5.935291420675841e-15  4.145189943909933e-16
3.2600  -3.537667464192055e-09  1.001033206294350e-07  5.010337400519736e-15  2.470379961485867e-16
3.2700  -2.578931178433981e-09  9.172056820512374e-08  4.206331315935378e-15  1.312832279294408e-16
3.2800  -1.701745195149911e-09  8.379107139314913e-08  3.510471822605907e-15  5.716349938110519e-17
3.2900  -9.016433652360214e-10  7.630147749555931e-08  2.910957734002672e-15  1.604720215160290e-17
3.3000  -1.742950501124190e-10  6.923805237790746e-08  2.396953948542928e-15  5.996527754931730e-19
3.3100  4.844915095209387e-10  6.258676834809593e-08  1.958551786129111e-15  4.633424410565086e-18
3.3200  1.078766667087390e-09  5.633338477493743e-08  1.586725120100576e-15  2.297125793805983e-17
3.3300  1.612437615042703e-09  5.046352183456678e-08  1.273283517973899e-15  5.132105585308599e-17
3.3400  2.089267334463186e-09  4.496272776171023e-08  1.010823443886834e-15  8.616239640988452e-17
3.3500  2.512874186198654e-09  3.981653997133585e-08  7.926784276444926e-16  1.246439579299382e-16
3.3600  2.886732084072762e-09  3.501054040444493e-08  6.128689697056356e-16  1.644912115245558e-16
3.3700  3.214171194091114e-09  3.053040543979150e-08  4.660528281590252e-16  2.039237224348465e-16
3.3800  3.498379106974891e-09  2.636195070120023e-08  3.474762223862557e-16  2.415813936663177e-16
3.3900  3.742402434573551e-09  2.249117107795103e-08  2.529263882288304e-16  2.764589887094393e-16
3.4000  3.949148783823602e-09  1.890427626346526e-08  1.786858305227080e-16  3.078482812010623e-16
3.4100  4.121389064911740e-09  1.558772210531346e-08  1.214885402162389e-16  3.352871968873529e-16
3.4200  4.261760093170002e-09  1.252823804741073e-08  7.847837428629493e-17  3.585153358620460e-16
3.4300  4.372767446978832e-09  9.712850933214767e-09  4.716973662542548e-17  3.774352896005429e-16
3.4400  4.456788546582512e-09  7.128905426826560e-09  2.541064629231859e-17  3.920791967662955e-16
3.4500  4.516075921231415e-09  4.764081297148964e-09  1.134823530292228e-17  4.025800132442196e-16
3.4600  4.552760634459256e-09  2.606407798709564e-09  3.396680806587016e-18  4.091470045958022e-16
3.4700  4.568855839582716e-09  6.442753714277246e-10  2.075453771141663e-19  4.120450024858682e-16
3.4800  4.566260439677992e-09  -1.133555129478013e-09  6.424736157829572e-19  4.115770000589615e-16
3.4900  4.546762828346454e-09  -2.737945473068120e-09  3.748172706747104e-18  4.080696942943067e-16
3.5000  4.512044689532353e-09  -4.179375171916521e-09  8.733588413816125e-18  4.018616156756019e-16
3.5100  4.463684836502347e-09  -5.467938501426200e-09  1.494917572768950e-17  3.932935167823167e-16
3.5200  4.403163071842277e-09  -6.613343249603673e-09  2.186815446853924e-17  3.827007214142762e-16
3.5300  4.331864051974416e-09  -7.624911037312831e-09  2.906963416346751e-17  3.704071644292774e-16
3.5400  4.251081141251328e-09  -8.511579058354466e-09  3.622348903330915e-17  3.567208794815403e-16
3.5500  4.162020242143647e-09  -9.281903097722144e-09  4.307686255775196e-17  3.419307172162796e-16
3.5600  4.065803589412009e-09  -9.944061695064401e-09  4.944218149762355e-17  3.263041001579472e-16
3.5700  3.963473497440956e-09  -1.050586132873600e-08  5.518656112931528e-17  3.100856425122274e-16
3.5800  3.855996051118438e-09  -1.097474250384702e-08  6.022248651287321e-17  2.934964833953636e-16
3.5900  3.744264731771664e-09  -1.135778663541851e-08  6.449965862784563e-17  2.767342006401704e-16
3.6000  3.629103970721844e-09  -1.166172362512966e-08  6.799789895445361e-17  2.599731893539726e-16
3.6100  3.511272623999930e-09  -1.189294003719718e-08  7.072101136418384e-17  2.433654048806351e-16
3.6200  3.391467362676133e-09  -1.205748778566619e-08  7.269150585074471e-17  2.270413838176125e-16
3.6300  3.270325974100789e-09  -1.216109325181915e-08  7.394609453972065e-17  2.111114693375785e-16
3.6400  3.148430570136242e-09  -1.220916675653008e-08  7.453187644437964e-17  1.956671783456419e-16
3.6500  3.026310699181767e-09  -1.220681231821187e-08  7.450313348602455e-17  1.807826580532576e-16
3.6600  2.904446359459226e-09  -1.215883763253159e-08  7.391866628713324e-17  1.665161884557967e-16
3.6700  2.783270911638935e-09  -1.206976421530970e-08  7.283960410658531e-17  1.529116950492958e-16
3.6800  2.663173889446042e-09  -1.194383765498112e-08  7.132762896427245e-17  1.400002429988098e-16
3.6900  2.544503707400247e-09  -1.178503792568752e-08  6.944355945494655e-17  1.278014899594637e-16
3.7000  2.427570265308648e-09  -1.159708971649879e-08  6.724624494626100e-17  1.163250799322133e-16
3.7100  2.312647449555430e-09  -1.138347273643608e-08  6.479172577059181e-17  1.055719649864097e-16
3.7200  2.199975531615550e-09  -1.114743195889725e-08  6.213261963912193e-17  9.553564547354417e-17
3.7300  2.089763464564923e-09  -1.089198777277712e-08  5.931769882116318e-17  8.620332255979609e-17
3.7400  1.982191078669154e-09  -1.061994601103779e-08  5.639162663867870e-17  7.755695958359863e-17
3.7500  1.877411177408968e-09  -1.033390783072750e-08  5.339482552698553e-17  6.957425095826297e-17
3.7600  1.775551535545112e-09  -1.003627942147900e-08  5.036345231300145e-17  6.222949914413114e-17
3.7700  1.676716801040918e-09  -9.729281522348084e-09  4.732945947055192e-17  5.549440166070335e-17
3.7800  1.580990302848759e-09  -9.414958729489363e-09  4.432072393899398e-17  4.933875124327632e-17
3.7900  1.488435766729253e-09  -9.095188579617689e-09  4.136122764940402e-17  4.373105311322400e-17
3.8000  1.399098941411060e-09  -8.771690396477759e-09  3.847127620583007e-17  3.863906396449956e-17
3.8100  1.313009137516247e-09  -8.446033889650616e-09  3.566774423256336e-17  3.403025770576919e-17
3.8200  1.230180681773029e-09  -8.119647496971345e-09  3.296433773753652e-17  2.987222326872212e-17
3.8300  1.150614289115863e-09  -7.793826463625539e-09  3.037186547255489e-17  2.613299992607660e-17
3.8400  1.074298355333862e-09  -7.469740652640734e-09  2.789851270885681e-17  2.278135558200850e-17
3.8500  1.001210172973621e-09  -7.148442083000617e-09  2.555011210700710e-17  1.978701342464378e-17
3.8600  9.313170732332993e-10  -6.830872192991768e-09  2.333040745849408e-17  1.712083218367397e-17
3.8700  8.645774966022704e-10  -6.517868827652025e-09  2.124130702723899e-17  1.475494503241676e-17
3.8800  8.009419950061765e-10  -6.210172950333413e-09  1.928312403652640e-17  1.266286192685999e-17
3.8900  7.403541682118211e-10  -5.908435079427409e-09  1.745480254390419e-17  1.081953989648380e-17
3.9000  6.827515372311056e-10  -5.613221452232868e-09  1.575412753590363e-17  9.201425503218338e-18
3.9100  6.280663574391624e-10  -5.325019918783172e-09  1.417791856771877e-17  7.786473374400389e-18
3.9200  5.762263740898652e-10  -5.044245569195336e-09  1.272220668117339e-17  6.554144400224108e-18
3.9300  5.271555228728895e-10  -4.771246098765552e-09  1.138239466749275e-17  5.485386871838122e-18
3.9400  4.807745781112792e-10  -4.506306915618574e-09  1.015340100887589e-17  4.562603527689017e-18
3.9500  4.370017511477889e-10  -4.249655996227735e-09  9.029788043137171e-18  3.769607176725393e-18
3.9600  3.957532414128501e-10  -4.001468494563313e-09  8.005875056491392e-18  3.091567280572759e-18
3.9700  3.569437426074905e-10  -3.761871111004351e-09  7.075837127904555e-18  2.514949604939351e-18
3.9800  3.204869063715453e-10  -3.530946227467440e-09  6.233790630633273e-18  2.027450794854014e-18
3.9900  2.862957657416040e-10  -3.308735815469825e-09  5.473866348286385e-18  1.617929489866749e-18
4.0000  2.542831206348520e-10  -3.095245124057749e-09  4.790271189001634e-18  1.276335374605318e-18
4.0100  2.243618875247848e-10  -2.890446154698115e-09  4.177339486604560e-18  9.936373572455973e-19
4.0200  1.964454154031365e-10  -2.694280930356192e-09  3.629574865840515e-18  7.617518833798035e-19
4.0300  1.704477700496755e-10  -2.506664566067669e-09  3.141683623389606e-18  5.734722250672030e-19
4.0400  1.462839885581595e-10  -2.327488148363441e-09  2.708600540386139e-18  4.223994339430914e-19
4.0500  1.238703059930459e-10  -2.156621430923144e-09  2.325507998158494e-18  3.028755124096137e-19
4.0600  1.031243559778256e-10  -1.993915353821676e-09  1.987849219102910e-18  2.099192372916090e-19
4.0700  8.396534694238052e-11  -1.839204393694715e-09  1.691336400892973e-18  1.391649649897765e-19
4.0800  6.631421568379194e-11  -1.692308752087034e-09  1.431954456195188e-18  8.680465513075429e-20
4.0900  5.009375982279480e-11  -1.553036389163944e-09  1.205961013033691e-18  4.953327000288390e-20
4.1000  3.522875066676328e-11  -1.421184909863627e-09  1.009883274012043e-18  2.449763867587481e-20
4.1100  2.164602791992169e-11  -1.296543309448769e-09  8.405122766381831e-19  9.248816641621665e-21
4.1200  9.274577612548650e-12  -1.178893585281772e-09  6.948950427092554e-19  1.697923115364110e-21
4.1300  -1.954405446575178e-12  -1.068012221500820e-09  5.703250526375579e-19  7.539786868432579e-23
4.1400  -1.210746945621590e-11  -9.636715531159742e-10  4.643314311424769e-19  2.893586738004646e-21
4.1500  -2.124887047333365e-11  -8.656410158769714e-10  3.746671841842575e-19  8.912538921502333e-21
4.1600  -2.944054921707538e-11  -7.736882880889240e-10  2.992967835629849e-19  1.710887905263006e-20
4.1700  -3.674211877571775e-11  -6.875803303702119e-10  2.363833553560048e-19  2.664760208278599e-20
4.1800  -4.321086222517523e-11  -6.070843291596934e-10  1.842756913556375e-19  3.685662853750677e-20
4.1900  -4.890173922480747e-11  -5.319685495892363e-10  1.414952688760379e-19  4.720395110370224e-20
4.2000  -5.386740071145157e-11  -4.620031031435228e-10  1.067234336571223e-19  5.727720018848255e-20
4.2100  -5.815821086584560e-11  -3.969606353331395e-10  7.878887300204487e-20  6.676545554493128e-20
4.2200  -6.182227557688635e-11  -3.366169384100545e-10  5.665548161227920e-20  7.544313282000450e-20
4.2300  -6.490547667846905e-11  -2.807514939575005e-10  3.941070067968422e-20  8.315577752684234e-20
4.2400  -6.745151128099457e-11  -2.291479499898324e-10  2.625439149227136e-20  8.980760410676866e-20
4.2500  -6.950193556500740e-11  -1.815945370027453e-10  1.648828793462072e-20  9.535062409720950e-20
4.2600  -7.109621244786387e-11  -1.378844272209643e-10  9.506057635026699e-21  9.977521467326527e-20
4.2700  -7.227176257584456e-11  -9.781604109967731e-11  4.783988948206880e-21  1.031019867327466e-19
4.2800  -7.306401813374540e-11  -6.119330494807555e-11  1.872310285234084e-21  1.053748200315656e-19
4.2900  -7.350647900173973e-11  -2.782586335880789e-11  3.871393358315238e-22  1.066549414642929e-19
4.3000  -7.363077082523466e-11  2.470750053671597e-12  3.052302913859099e-24  1.070159312677595e-19
4.3100  -7.346670459758707e-11  2.987498027966026e-11  4.462572233550447e-22  1.065395505737814e-19
4.3200  -7.304233738794070e-11  5.455915375191001e-11  1.488350629062278e-21  1.053122922433846e-19
4.3300  -7.238403387714049e-11  7.668941340859958e-11  2.940633064477546e-21  1.034225651927280e-19
4.3400  -7.151652839371903e-11  9.642568315881543e-11  4.648956186322130e-21  1.009584304017633e-19
4.3500  -7.046298716938238e-11  1.139216590859775e-10  6.489072204450842e-21  9.800581442788972e-20
4.3600  -6.924507055929892e-11  1.293248248777946e-10  8.362455164836123e-21  9.464713348963903e-20
4.3700  -6.788299499686365e-11  1.427764891193406e-10  1.019256292262260e-20  9.096026801287164e-20
4.3800  -6.639559447552676e-11  1.544118422286424e-10  1.192150851022157e-20  8.701783392740645e-20
4.3900  -6.480038137178917e-11  1.643600309517169e-10  1.350710988722468e-20  8.288670295743960e-20
4.4000  -6.311360644363246e-11  1.727442484662802e-10  1.492028768908997e-20  7.862772966377514e-20
4.4100  -6.135031785751876e-11  1.796818382703692e-10  1.614278150210956e-20  7.429564807503550e-20
4.4200  -5.952441911472093e-11  1.852844101539021e-10  1.716515632303970e-20  6.993910539877313e-20
4.4300  -5.764872576417529e-11  1.896579666677855e-10  1.798507216027943e-20  6.560080454576118e-20
4.4400  -5.573502080434229e-11  1.929030386166259e-10  1.860579115376374e-20  6.131773104874073e-20
4.4500  -5.379410869076305e-11  1.951148282074716e-10  1.903489809321558e-20  5.712144342981068e-20
4.4600  -5.183586787916509e-11  1.963833585884063e-10  1.928321176523129e-20  5.303840918935920e-20
4.4700  -4.986930184614562e-11  1.967936286073064e-10  1.936386613021523e-20  4.909037137585895e-20
4.4800  -4.790258854069481e-11  1.964257717127806e-10  1.929154189648070e-20  4.529473317246695e-20
4.4900  -4.594312823016287e-11  1.953552180063377e-10  1.908183060115185e-20  4.166495012581333e-20
4.5000  -4.399758971376786e-11  1.936528585372953e-10  1.875071480983285e-20  3.821092156709011e-20
4.5100  -4.207195488543229e-11  1.913852110099733e-10  1.831414949666600e-20  3.493937445756847e-20
4.5200  -4.017156163566905e-11  1.886145861464392e-10  1.778773105359627e-20  3.185423435132550e-20
4.5300  -3.830114508945321e-11  1.853992540176251e-10  1.718644169514594e-20  2.895697942775234e-20
4.5400  -3.646487718355740e-11  1.817936097211468e-10  1.652445826772232e-20  2.624697462488596e-20
4.5500  -3.466640459273376e-11  1.778483378457701e-10  1.581501563725159e-20  2.372178382023853e-20
4.5600  -3.290888501943348e-11  1.736105752203213e-10  1.507031591416542e-20  2.137745877595051e-20
4.5700  -3.119502186650344e-11  1.691240714990745e-10  1.430147578021204e-20  1.920880420597453e-20
4.5800  -2.952709731652173e-11  1.644293471864011e-10  1.351850510807302e-20  1.720961884963681e-20
4.5900  -2.790700384516678e-11  1.595638487508869e-10  1.273031091409795e-20  1.537291286219689e-20
4.6000  -2.633627419928896e-11  1.545621005233374e-10  1.194472145909313e-20  1.369110217165501e-20
4.6100  -2.481610987320058e-11  1.494558531142535e-10  1.116852601505466e-20  1.215618071365346e-20
4.6200  -2.334740811915161e-11  1.442742281245903e-10  1.040752645047316e-20  1.075987165342296e-20
4.6300  -2.193078753004007e-11  1.390438589590609e-10  9.666597357113617e-21  9.493758844854016e-21
4.6400  -2.056661223414786e-11  1.337890275840336e-10  8.949751950940649e-21  8.349399870473934e-21
4.6500  -1.925501474311857e-11  1.285317971023321e-10  8.260211433177530e-21  7.318422060020044e-21
4.6600  -1.799591749552979e-11  1.232921400451124e-10  7.600475898451808e-21  6.392602906201957e-21
4.6700  -1.678905313928070e-11  1.180880623065723e-10  6.972395229660453e-21  5.563936290136447e-21
4.6800  -1.563398359663927e-11  1.129357226706793e-10  6.377238727574299e-21  4.824685901080460e-21
4.6900  -1.453011795619313e-11  1.078495479004944e-10  5.815762491170519e-21  4.167427190076097e-21
4.7000  -1.347672923614339e-11  1.028423433801322e-10  5.288273795958507e-21  3.585079138937926e-21
4.7100  -1.247297006339041e-11  9.792539931705041e-11  4.794691915701888e-21  3.070927058085123e-21
4.7200  -1.151788731270288e-11  9.310859252830211e-11  4.334605001300698e-21  2.618637551973651e-21
4.7300  -1.061043574995182e-11  8.840048384871997e-11  3.907322772343900e-21  2.222266711791804e-21
4.7400  -9.749490722946465e-12  8.380841121183223e-11  3.511924894925783e-21  1.876262513717828e-21
4.7500  -8.933859942842444e-12  7.933857846572631e-11  3.147305016481106e-21  1.575462319115151e-21
4.7600  -8.162294398419199e-12  7.499613999617357e-11  2.812210507162833e-21  1.315086291957342e-21
4.7700  -7.433498444754947e-12  7.078528123819402e-11  2.505278019985111e-21  1.090727469651958e-21
4.7800  -6.746139106976361e-12  6.670929516495549e-11  2.225065030702577e-21  8.983391471486715e-22
4.7900  -6.098854638836969e-12  6.277065484955067e-11  1.970077555120710e-21  7.342201614415524e-22
4.8000  -5.490262374893859e-12  5.897108220085129e-11  1.738794267969780e-21  5.949985947969068e-22
4.8100  -4.918965914015777e-12  5.531161297937785e-11  1.529687265190240e-21  4.776143505915087e-22
4.8200  -4.383561670876249e-12  5.179265820301240e-11  1.341239721867034e-21  3.793009957366110e-22
4.8300  -3.882644830970903e-12  4.841406205548899e-11  1.171960702356369e-21  2.975672083871295e-22
4.8400  -3.414814743556301e-12  4.517515641298333e-11  1.020397378468754e-21  2.301781189997245e-22
4.8500  -2.978679785745237e-12  4.207481210585043e-11  8.851449068713088e-22  1.751367867419946e-22
4.8600  -2.572861729816852e-12  3.911148703368155e-11  7.648542089929199e-22  1.306660116431982e-22
4.8700  -2.195999644614924e-12  3.628327125242434e-11  6.582378863885012e-22  9.519064554500116e-23
4.8800  -1.846753360719477e-12  3.358792915238186e-11  5.640744923727116e-22  6.732053165442066e-23
4.8900  -1.523806527890267e-12  3.102293884552472e-11  4.812113673065831e-22  4.583417309133633e-23
4.9000  -1.225869292099956e-12  2.858552887976111e-11  4.085662306678281e-22  2.966320501383700e-23
4.9100  -9.516806183038631e-13  2.627271239665309e-11  3.451277083386245e-22  1.787772244059675e-23
4.9200  -7.000102839354404e-13  2.408131884758349e-11  2.899549587194899e-22  9.672496510603729e-24
4.9300  -4.696605669752205e-13  2.200802338160323e-11  2.421765465825973e-22  4.354095367660396e-24
4.9400  -2.594676513186565e-13  2.004937401615810e-11  2.009886992198978e-22  1.328911875298865e-24
4.9500  -6.830277106736869e-14  1.820181669963866e-11  1.656530655836224e-22  9.208870974010141e-26
4.9600  1.049268857090115e-13  1.646171837224699e-11  1.354940858835871e-22  2.173218067300883e-25
4.9700  2.612774942452027e-13  1.482538812905760e-11  1.098960665886011e-22  1.347515426586994e-24
4.9800  4.017681129167262e-13  1.328909658639181e-11  8.830004404122517e-23  3.186256037562076e-24
4.9900  5.273803881672460e-13  1.184909354975001e-11  7.020050897536363e-23  5.490067601366166e-24
5.0000  6.390584280212550e-13  1.050162407857574e-11  5.514205414386087e-23  8.061407491381624e-24
5.0100  7.377088286141292e-13  9.242943040079677e-12  4.271599802107867e-23  1.074236001301167e-23
5.0200  8.242008390783873e-13  8.069328241249850e-12  3.255702913251620e-23  1.340898317049791e-23
5.0300  8.993666510005651e-13  6.977092225032466e-12  2.433990795830424e-23  1.596626379311235e-23
5.0400  9.640017995071556e-13  5.962592813502216e-12  1.777625652981413e-23  1.834363626728735e-23
5.0500  1.018865663850368e-12  5.022242477665500e-12  1.261145975223385e-23  2.049102080444862e-23
5.0600  1.064682056145034e-12  4.152516610367694e-12  8.621697099689800e-24  2.237533830395476e-23
